Year,Address,Species,Tree or Shrub,Quantity,Date,Latitude,Longitude,Neighbourhood Name,Neighbourhood Number,Geometry Point
2017,Pylypow Pond 2017,Sandbar Willow - Salix exigua,Shrub,25,2017-09-23,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2022,Lymburn 2018,Snowberry - Symphoricarpos albus,Shrub,24,2022-08-03,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2018,Brookside 2018,Snowberry - Symphoricarpos albus,Shrub,60,2018-08-02,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2022,Forest Heights,Green Alder - Alnus viridis,Shrub,24,2022-09-14,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2018,Hermitage Park 2017,White Spruce - Picea glauca,Tree,95,2018-09-29,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2015,Victoria Park 2015,Kinnikinick - Arctostaphylos uva-ursi,Shrub,53,2015-08-19,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2015,,Native Larch - Larix laricina,Tree,30,2015-09-15,,,,,
2019,Lymburn 2018,Snowberry - Symphoricarpos albus,Shrub,10,2019-10-02,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2014,Gold Bar Park 2014,Currant - Ribes sp.,Shrub,15,2014-07-05,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2022,Lymburn 2018,Kinnikinick - Arctostaphylos uva-ursi,Shrub,21,2022-10-08,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2015,,White Spruce - Picea glauca,Tree,39,2015-09-12,,,,,
2013,Twin Brooks 2013,Wolfwillow - Elaeagnus commutata,Shrub,9,2013-05-30,53.45002,-113.53669,TWIN BROOKS,5511,POINT (-113.53669 53.45002)
2015,,Native Larch - Larix laricina,Tree,125,2015-09-19,,,,,
2015,,Prickly Rose - Rosa acicularis,Shrub,161,2015-09-19,,,,,
2013,Louise McKinney Park 2013,Prickly Rose - Rosa acicularis,Shrub,300,2013-08-31,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2018,Fulton Park 2017,Jack Pine - Pinus banksiana,Tree,20,2018-10-05,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2019,Gold Bar Park 2017,Trembling Aspen - Populus tremuloides,Tree,20,2019-09-25,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2021,Jackie Parker Recreation Area,Raspberry - Rubus ideaus,Shrub,24,2021-07-07,53.483284,-113.41918,MILL WOODS GOLF COURSE,6500,POINT (-113.41918 53.483284)
2021,Rundle Park 2021,White Spruce - Picea glauca,Tree,13,2021-06-12,53.56186,-113.38344,RIVER VALLEY RUNDLE,2650,POINT (-113.38344 53.56186)
2021,Jackie Parker Park 2021,Pin Cherry - Prunus pennsylvanica,Shrub,0,2021-08-21,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2018,Louise McKinney Park 2014,Wolfwillow - Elaeagnus commutata,Shrub,30,2018-09-12,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2014,Louise McKinney Park 2014,Saskatoon Berry - Amelanchier alnifolia,Shrub,20,2014-05-13,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2014,Gold Bar Park 2014,Western Chokecherry - Prunus virg. melanocarpa,Shrub,30,2014-10-15,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2021,Summerside,White Spruce - Picea glauca,Tree,23,2021-06-21,53.41414,-113.46586,SUMMERSIDE,6213,POINT (-113.46586 53.41414)
2012,97th street and 160th avenue,Western Chokecherry - Prunus virg. melanocarpa,Shrub,75,2012-06-08,53.622807,-113.4925,LORELEI,3280,POINT (-113.4925 53.622807)
2013,Louise McKinney Park 2013,Beaked Hazelnut - Corylus cornuta,Shrub,20,2013-08-31,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2022,Forest Heights,Prickly Rose - Rosa acicularis,Shrub,48,2022-09-08,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2019,Hermitage Park 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,26,2019-09-24,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2022,Klarvatten,Balsam Poplar - Populus balsamifera,Tree,0,2022-07-26,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2018,Louise McKinney Park 2014,Jack Pine - Pinus banksiana,Tree,20,2018-09-06,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2014,,Trembling Aspen - Populus tremuloides,Tree,30,2014-06-28,,,,,
2014,Victoria Park 2014,Trembling Aspen - Populus tremuloides,Tree,37,2014-10-18,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2014,Sir Wilfrid Laurier Park 2014,White Spruce - Picea glauca,Tree,14,2014-09-21,53.51,-113.55109,RIVER VALLEY LAURIER,3382,POINT (-113.55109 53.51)
2018,Rundle Park 2017,Balsam Poplar - Populus balsamifera,Tree,7,2018-09-15,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2015,,Wolfwillow - Elaeagnus commutata,Shrub,18,2015-07-16,,,,,
2022,Blackburn,Lodgepole Pine - Pinus contorta latifolia,Tree,96,2022-08-26,53.428856,-113.50194,BLACKBURNE,5590,POINT (-113.50194 53.428856)
2017,91 Street 2017,Snowberry - Symphoricarpos albus,Shrub,146,2017-05-17,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2021,Callingwood Park 2017,White Spruce - Picea glauca,Tree,108,2021-08-02,53.505497,-113.621666,CALLINGWOOD NORTH,4070,POINT (-113.621666 53.505497)
2019,Louise McKinney Park 2014,Trembling Aspen - Populus tremuloides,Tree,15,2019-09-20,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2018,Louise McKinney Park 2014,Prickly Rose - Rosa acicularis,Shrub,11,2018-08-16,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2019,Tipaskan,Saskatoon Berry - Amelanchier alnifolia,Shrub,10,2019-10-05,53.461082,-113.4653,TIPASKAN,6750,POINT (-113.4653 53.461082)
2019,Roper Pond,White Spruce - Picea glauca,Tree,112,2019-05-13,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2021,Blackmud Creek 2017,Paper Birch - Betula Papyrifera,Tree,15,2021-06-18,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2019,Victoria Park 2017,White Spruce - Picea glauca,Tree,5,2019-05-18,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2022,Terrace Heights,Paper Birch - Betula Papyrifera,Tree,24,2022-07-09,53.5424,-113.431404,RIVER VALLEY GOLD BAR,6620,POINT (-113.431404 53.5424)
2021,Cloverdale Hill 2018,Raspberry - Rubus ideaus,Shrub,35,2021-08-27,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2015,Hamptons Lake 2015,Sandbar Willow - Salix exigua,Shrub,83,2015-09-03,53.49335,-113.67667,THE HAMPTONS,4461,POINT (-113.67667 53.49335)
2021,Jackie Parker Recreation Area,White Spruce - Picea glauca,Tree,77,2021-06-14,53.483284,-113.41918,MILL WOODS GOLF COURSE,6500,POINT (-113.41918 53.483284)
2019,Pylypow Pond 2017,Native Larch - Larix laricina,Tree,25,2019-09-13,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2015,Jackie Parker Park 2015,Snowberry - Symphoricarpos albus,Shrub,10,2015-05-27,53.486164,-113.42417,MILL WOODS GOLF COURSE,6500,POINT (-113.42417 53.486164)
2013,Government House Park 2013,Red Osier Dogwood - Cornus sericea,Shrub,30,2013-08-20,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2021,Westmount 2018,Prickly Rose - Rosa acicularis,Shrub,24,2021-08-21,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2018,Hamptons Lake 2018,Sandbar Willow - Salix exigua,Shrub,40,2018-08-24,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2017,Hermitage Park 2017,Trembling Aspen - Populus tremuloides,Tree,68,2017-08-12,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2014,Pylypow 2014,Currant - Ribes sp.,Shrub,107,2014-06-20,53.497883,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497883)
2018,Brookside 2018,Prickly Rose - Rosa acicularis,Shrub,0,2018-08-02,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2018,Rundle Park 2017,Prickly Rose - Rosa acicularis,Shrub,3,2018-05-23,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2022,Blackburn,Western Larch - Larix occidentalis,Tree,45,2022-08-24,53.428856,-113.50194,BLACKBURNE,5590,POINT (-113.50194 53.428856)
2021,Jackie Parker Park 2021,Red Elderberry - Sambucus racemosa,Shrub,15,2021-08-18,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2019,Richfield 2018,Trembling Aspen - Populus tremuloides,Tree,45,2019-05-28,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2015,Gold Bar Park 2015,Bebb's Willow - Salix bebbiana,Shrub,77,2015-05-08,53.555748,-113.40618,RIVER VALLEY GOLD BAR,6620,POINT (-113.40618 53.555748)
2017,91 Street 2017,Trembling Aspen - Populus tremuloides,Tree,53,2017-07-20,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2021,Sifton Ravine 2021,Lodgepole Pine - Pinus contorta latifolia,Tree,50,2021-09-18,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2018,Louise McKinney Park 2014,Trembling Aspen - Populus tremuloides,Tree,29,2018-09-07,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2022,Sifton Ravine 2018,Wolfwillow - Elaeagnus commutata,Shrub,50,2022-08-13,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2022,Magrath,Lodgepole Pine - Pinus contorta latifolia,Tree,77,2022-07-18,53.4474,-113.55969,MAGRATH HEIGHTS,5476,POINT (-113.55969 53.4474)
2015,,Gooseberry - Ribes sp.,Shrub,61,2015-09-19,,,,,
2018,Hazeldean 2017,White Spruce - Picea glauca,Tree,20,2018-06-27,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2015,Twin Brooks 2015,Trembling Aspen - Populus tremuloides,Tree,30,2015-05-28,53.442997,-113.54049,TWIN BROOKS,5511,POINT (-113.54049 53.442997)
2021,Blackmud Creek 2017,Red Osier Dogwood - Cornus sericea,Shrub,30,2021-08-10,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2022,Lymburn 2018,Snowberry - Symphoricarpos albus,Shrub,24,2022-08-09,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2014,Hermitage Park 2014,Western Chokecherry - Prunus virg. melanocarpa,Shrub,15,2014-06-07,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2022,Terrace Heights,Raspberry - Rubus ideaus,Shrub,24,2022-07-22,53.5424,-113.431404,RIVER VALLEY GOLD BAR,6620,POINT (-113.431404 53.5424)
2014,Rundle Park 2014,Saskatoon Berry - Amelanchier alnifolia,Shrub,27,2014-08-12,53.55497,-113.3835,RIVER VALLEY RUNDLE,2650,POINT (-113.3835 53.55497)
2019,Alfred Savage,Paper Birch - Betula Papyrifera,Tree,5,2019-05-08,53.50105,-113.56058,RIVER VALLEY WHITEMUD,5400,POINT (-113.56058 53.50105)
2014,Victoria Park 2014,White Spruce - Picea glauca,Tree,25,2014-05-31,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2017,Rundle Park 2017,Prickly Rose - Rosa acicularis,Shrub,15,2017-07-04,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2022,Lymburn 2018,Western Larch - Larix occidentalis,Tree,30,2022-06-03,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2012,Jackie Parker Recreation Area,Pin Cherry - Prunus pennsylvanica,Shrub,30,2012-04-23,53.483284,-113.41918,MILL WOODS GOLF COURSE,6500,POINT (-113.41918 53.483284)
2015,Twin Brooks 2015,Western Chokecherry - Prunus virg. melanocarpa,Shrub,5,2015-05-28,53.442997,-113.54049,TWIN BROOKS,5511,POINT (-113.54049 53.442997)
2019,Oxford 2018,White Spruce - Picea glauca,Tree,24,2019-09-07,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2021,Jackie Parker Park 2021,White Spruce - Picea glauca,Tree,11,2021-08-11,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2014,John Janzen Nature Centre 2014,Trembling Aspen - Populus tremuloides,Tree,10,2014-07-31,53.502792,-113.5719,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.5719 53.502792)
2019,Lymburn 2018,Buckbrush - Symphoricarpos occidentalis,Shrub,15,2019-09-19,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2019,Pylypow Pond 2017,Sandbar Willow - Salix exigua,Shrub,30,2019-06-12,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2018,Richfield 2018,Trembling Aspen - Populus tremuloides,Tree,21,2018-05-25,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2018,Hamptons Lake 2018,Sandbar Willow - Salix exigua,Shrub,0,2018-10-11,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2017,,Trembling Aspen - Populus tremuloides,Tree,60,2017-08-11,,,,,
2013,Government House Park 2013,Lodgepole Pine - Pinus contorta latifolia,Tree,2,2013-08-16,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2019,Oxford 2018,White Spruce - Picea glauca,Tree,15,2019-09-19,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2018,Richfield 2018,Pin Cherry - Prunus pennsylvanica,Shrub,5,2018-06-23,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2019,Lymburn 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,2,2019-10-12,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2021,Hermitage Park 2017,Wolfwillow - Elaeagnus commutata,Shrub,24,2021-07-10,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2018,Hamptons Lake 2018,Native Larch - Larix laricina,Tree,16,2018-07-21,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2013,Victoria Park 2013,Lodgepole Pine - Pinus contorta latifolia,Tree,15,2013-06-04,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2018,Fulton Park 2017,Western Chokecherry - Prunus virg. melanocarpa,Shrub,10,2018-10-05,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2017,Hermitage Park 2017,Pin Cherry - Prunus pennsylvanica,Shrub,45,2017-05-30,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2018,Richfield 2018,Prickly Rose - Rosa acicularis,Shrub,24,2018-05-25,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2021,Jackie Parker Park 2021,Green Alder - Alnus viridis,Shrub,24,2021-08-18,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2019,Brookside 2018,Wolfwillow - Elaeagnus commutata,Shrub,10,2019-05-23,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2021,Cloverdale Hill 2018,Gooseberry - Ribes sp.,Shrub,0,2021-08-27,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2021,Cloverdale Hill 2018,Beaked Hazelnut - Corylus cornuta,Shrub,8,2021-08-28,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2022,Forest Heights,Thin Leaf Alder - Alnus incana,Shrub,24,2022-07-20,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2015,Hermitage Park 2015,Wolfwillow - Elaeagnus commutata,Shrub,163,2015-06-06,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2022,Klarvatten,Highbush Cranberry - Viburnum trilobum,Shrub,17,2022-09-28,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2021,Westmount 2018,Kinnikinick - Arctostaphylos uva-ursi,Shrub,0,2021-08-21,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2022,Blackburn,Gooseberry - Ribes sp.,Shrub,25,2022-06-30,53.428856,-113.50194,BLACKBURNE,5590,POINT (-113.50194 53.428856)
2017,Hermitage Park 2017,White Spruce - Picea glauca,Tree,48,2017-10-05,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2014,Government House Park 2014,Red Osier Dogwood - Cornus sericea,Shrub,50,2014-09-06,53.540367,-113.54321,RIVER VALLEY GLENORA,3381,POINT (-113.54321 53.540367)
2022,Lymburn 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,24,2022-06-03,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2015,Hermitage Park 2015,Wolfwillow - Elaeagnus commutata,Shrub,19,2015-08-13,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2014,Victoria Park 2014,Buffaloberry - Shepherdia canadensis,Shrub,25,2014-08-08,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2015,,,,10,2015-09-01,,,,,
2019,,Balsam Poplar - Populus balsamifera,Tree,10,2019-10-02,,,,,
2014,Gold Bar Park 2014,Red Osier Dogwood - Cornus sericea,Shrub,58,2014-08-14,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2013,Louise McKinney Park 2013,Beaked Hazelnut - Corylus cornuta,Shrub,8,2013-08-08,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2022,Forest Heights,Highbush Cranberry - Viburnum trilobum,Shrub,2,2022-09-17,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2013,Government House Park 2013,Highbush Cranberry - Viburnum trilobum,Shrub,35,2013-08-24,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2019,Lymburn 2018,Highbush Cranberry - Viburnum trilobum,Shrub,10,2019-05-29,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2021,Cloverdale Hill 2018,Currant - Ribes sp.,Shrub,0,2021-08-28,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2017,Hazeldean 2017,Jack Pine - Pinus banksiana,Tree,8,2017-09-15,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2019,Pylypow Pond 2017,Native Larch - Larix laricina,Tree,10,2019-06-12,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2015,,Twining honey suckle - Lonicera dioica,Shrub,25,2015-08-07,,,,,
2018,Louise McKinney Park 2014,Snowberry - Symphoricarpos albus,Shrub,138,2018-09-07,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2019,Lymburn 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,12,2019-05-24,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2013,Victoria Park 2013,Snowberry - Symphoricarpos albus,Shrub,45,2013-09-25,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2022,Forest Heights,Trembling Aspen - Populus tremuloides,Tree,60,2022-09-28,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2019,Lynnwood,Gooseberry - Ribes sp.,Shrub,17,2019-08-10,53.515522,-113.58839,RIVER VALLEY LAURIER,3382,POINT (-113.58839 53.515522)
2018,Pylypow Pond 2017,Pussy Willow - Salix discolor,Shrub,18,2018-09-21,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2018,Richfield 2018,Western Chokecherry - Prunus virg. melanocarpa,Shrub,40,2018-06-23,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2013,Victoria Park 2013,Snowberry - Symphoricarpos albus,Shrub,0,2013-10-12,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2019,Roper Pond,Saskatoon Berry - Amelanchier alnifolia,Shrub,70,2019-08-16,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2018,Westmount 2018,Prickly Rose - Rosa acicularis,Shrub,47,2018-06-07,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2015,,Buffaloberry - Shepherdia canadensis,Shrub,5,2015-06-10,,,,,
2013,Louise McKinney Park 2013,Western Larch - Larix occidentalis,Tree,0,2013-08-23,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2019,Hamptons Lake 2018,Highbush Cranberry - Viburnum trilobum,Shrub,10,2019-07-18,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2014,Mackinnon Ravine 2014,Trembling Aspen - Populus tremuloides,Tree,15,2014-06-24,53.53845,-113.55895,RIVER VALLEY CAPITOL HILL,3380,POINT (-113.55895 53.53845)
2014,,Prickly Rose - Rosa acicularis,Shrub,20,2014-08-16,,,,,
2017,Hamptons Lake 2017,Paper Birch - Betula Papyrifera,Tree,15,2017-08-01,53.49412,-113.6738,THE HAMPTONS,4461,POINT (-113.6738 53.49412)
2014,Gold Bar Park 2014,Gooseberry - Ribes sp.,Shrub,15,2014-06-13,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2015,,Native Larch - Larix laricina,Tree,30,2015-05-30,,,,,
2017,Victoria Park 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,308,2017-06-28,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2018,Richfield 2018,Western Chokecherry - Prunus virg. melanocarpa,Shrub,15,2018-10-13,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2014,Victoria Park 2014,Highbush Cranberry - Viburnum trilobum,Shrub,86,2014-10-18,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2021,Jackie Parker Park,Pin Cherry - Prunus pennsylvanica,Shrub,4,2021-05-28,53.481567,-113.41934,MILL WOODS GOLF COURSE,6500,POINT (-113.41934 53.481567)
2014,Dunvegan Tree Stand 2014,Trembling Aspen - Populus tremuloides,Tree,15,2014-05-30,53.586926,-113.55546,ATHLONE,3010,POINT (-113.55546 53.586926)
2019,,White Spruce - Picea glauca,Tree,24,2019-08-26,,,,,
2013,Louise McKinney Park 2013,Prickly Rose - Rosa acicularis,Shrub,43,2013-07-10,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2019,Brookside 2018,Balsam Poplar - Populus balsamifera,Tree,10,2019-10-03,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2018,John Janzen Nature Centre 2017,Prickly Rose - Rosa acicularis,Shrub,5,2018-08-09,53.502754,-113.57168,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.57168 53.502754)
2019,,Low Bilberry - Vaccinium myrtillus,Shrub,20,2019-09-16,,,,,
2017,91 Street 2017,Trembling Aspen - Populus tremuloides,Tree,72,2017-06-08,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2019,Tipaskan,Wolfwillow - Elaeagnus commutata,Shrub,22,2019-10-04,53.461082,-113.4653,TIPASKAN,6750,POINT (-113.4653 53.461082)
2022,Fraser,White Spruce - Picea glauca,Tree,112,2022-06-27,53.608486,-113.36309,FRASER,2280,POINT (-113.36309 53.608486)
2014,Victoria Park 2014,Trembling Aspen - Populus tremuloides,Tree,30,2014-07-03,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2015,Hermitage Park 2015,Currant - Ribes sp.,Shrub,10,2015-08-13,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
